Text,Cluster
Observed two employees were not wearing safety glasses while working in control house Corrected immediately.,44
"Noticed one welder not wearing safety glasses under his welding helmet. The welding helmet is not intended to protect the eyes from flying debris for example. Also, if another task is being performed like cleaning off a weld, safety glasses should be on to protect our eyes when not welding and the helmet is up.",44
Observed distribution crew that was moving service from one weather head to another at the CMF shop. Employees did not have safety glasses on.,44
5 [NAME] members were without safety glasses. [NAME] conversation with LCS who discussed with team about the importance of wearing eye protection,44
Employee was kneeling with no knee protection. A pad was obtained and put in place to avoid a potential knee injury.,45
Employee would have to lift staircase to install wheels. Employee used pallet jack as a lifting device so manual lifting would not be required.,45
employee was walk from precipitator to the elevator and had his hard hat on backwards asked him to make sure he turned it around every time he was finished welding,45
Employee working off of very top step on a step ladder. Employee also failed to properly secure the step ladder before use.,45
Observed employee on a scissor lift changing out rollers in the sludge treatment building. Employee had proper fall protection on but was but was not tied off to the anchor point on the lift.,45
"Corrected on site, employee is used to working alone and forgot to ask me while I was in the car to back him. When appropriate I stopped him and coached through expectation of having a backer when backing.",45
"[NAME] did not have in their THA anything about the delivery or the process to safely unpack a breaker, leading to employee standing on top of breaker without fall protection at roughly 8",45
LMA was directly underneath the bucket while the two employees were working aloft. I stopped the employee and asked him to move out of the strike zone.,45
Talked with employee who was operating the crane for the scaffold builders. [NAME] was not wearing any eye protection.,45
"Observed individual wearing no hard hat while operating the forklift. The forklift had ROPS protection. Too, the individual was not wearing any safety glasses and had a cup of coffee in his hand. The employee parked the forklift and exited the forklift, putting on the PPE that was located on the back of the forklift. The employee did not face the forklift and use 3 point contact when exiting. I spoke with the employee of the hazard and concern for correcting the unsafe behaviors.",45
"Employee working at base of pole while employee was working overhead out of bucket, coached employee about waiting til all work is done before overhead.",45
Suggested to employee to turn front wheels at angle so if something failed the truck would roll into the hillside and not down the hill.,45
Talked to employee about the importance of never using a cell phone while the vehicle is moving. Gave employee AEP's Attentive Driving policy.,45
"Employee was observed working alone loading a truck with stone using a skid steer. The employee had an OSHA 10 card not an OSHA 30, he was working alone which violates T & C's. This also produces other risks, such as not having a spotter.",45
Employee was standing under employee working aloft to finish back filling hole. LCS advised to stop and wait until the work was completed.,45
"Two employees no overshoes, gave them one pair and [NAME] Safety coordinator gave them a pair, employee had sleeves cut off flagging vest, coached on items along with [NAME] [NAME]",45
"Stopped one of the employees, wasn't bent at the knees while picking up some material. I stopped him and explained to him how easy it was to hurt your back even when you not lifting something easy. Told the example of an employee getting a back injury loading water into a fridge.",45
"I drove up to the site and saw the concrete pump truck operator without his hard hat. As stated in the positive, NHPL employee notice him without his hard hat and brought it to his attention. NHPL employee did this before I could bring it up.",45
"Employee was applying herbicide without long sleeves, coached employee on the importance of PPE when applying herbicide.",45
I noticed employee working under pole while employee was working above him on pole. Talked to employee about what could happen if any material was accidently dropped possibly causing injuries..,45
[NAME] meter electrician coached the junior employee about the requirement for using FR clothing while operating the extendable insulated stick. Coaching was willingly offered and accepted.,45
Observed an employee about to get on a scissor lift and he had a 6' lanyard on his harness not a retractable.,45
"employee dumping filter press, requires the use of a "" "" oar "" "", reaching, bending to remove the cookie from the press employee was properly bending and using proper stance",45
Spoke to employee about ensuring we have our lights in the on position and not just auto on as that has no rear lights,45
"Noticed a employee booming up with out being clipped into the safety loop, made sure everyone was clipped in before beginning aloft.",45
Employee was tied off on top of mobile at feet level. Employee was coached on proper tie off when performing job task on top of mobile transformers.,45
Employee removed hard hat in the strike zone while working at base of pole. [NAME] was reminded to put it on and gladly did so.,45
Employee stood up and held three sections of three - inch conduit while the worker aloft secured the strap. Overexertion exposure!,45
Trucks rear flashing yellow caution light isnt working. Employee stated he told automotive about it but it wasnt fixed yet. Employee said he would turn it back in for repair,45
[NAME] employee was coached about getting underneath the person working aloft. The employee gladly accepted the coaching.,45
Noticed the chip shield or guard was not properly installed on the drill press in the Instrument Shop. ( The drill press was not in use at the time ). Pointed this out to an employee in the shop and he re - installed the guard. Thanked the employee for re - installing the guard. Spoke to the Instrument [NAME] supervisor and he is going to discuss the importance of keeping the guard in place with his crew during their morning meeting. Noticed the chip shield or guard was not properly installed on the drill press in the Instrument Shop. ( The drill press was not in use at the time ). Pointed this out to an employee in the shop and he re - installed the guard. Thanked the employee for re - installing the guard. Spoke to the Instrument [NAME] supervisor and he is going to discuss the importance of keeping the guard in place with his crew during their morning meeting.,45
"Talked to employee about going fast around curves. A member of the public called in. After our conversation, the employee I determined the the employee was doing nothing wrong.",45
Observed employee chipping brush with his back towards the road and was actually between the chipper and a car. GF stopped work and coached employee on proper body postioning.,45
"I asked employee to take a break he was tighting bolts overhead in a awkward position, There are several bolts to tighten in a awkward position.",45
discussed the topic and question seemed tricky. After discussion employee knew what ppe was needed and no pipe,45
Employee did not have correct PPE for cutting and peeling wires back for terminations according to policy G1. 17 in handbook.,45
"During the morning brief, one THA written for returning materials to the laydown yard did not mention using a load / unload sheet. TCR requested employee add and discuss.",45
Had a conversation with employee about [NAME] cabinet vault discussed how the vault is a confined spaced and air quality needed to be tested since employee were and would be working in it that day.,45
"Employee was using rope to pull the phone and cable lines in the clear and was looking for a safe place on the barricaded truck to tie it to. I coached the employee on the importance of communicating with the employee in the bucket and the need to drop the barricade while tying the rope, even when the employee was not in the zone. The employee was receptive, and no further action is required.",45
Very warm humid weather and employee working in the buckets were sweating profusely and looked tired.,45
"Employee was backing too much at one time up the hill into the right of way. Instead of making multiple trips, the employee attempted to carry everything at once. Overexertion of this type activity was pointed out.",45
"Subcontractor not being able to provide proper documentation ( AEP orientation, OSHA 10 - 30 ). Employee left forklift unattended while on the on position and while under load.",45
Observed and employee carrying a nylon sling and dragging one end down by his feet. Coached employee to the hazard this created and employee corrected their behavior.,45
"Discussed with employee of taking breaks and standing up during his task, this would would help possibly keep him from cramping or pulling something when the task was complete.",45
[NAME] river employee was helping unloading a truck and was not wearing a hard hat. Brought to the foremans attention. Employee is an equipment operator and left his hard hat in the equipment.,45
"[NAME] work ( discussion ) was ntobeing adhered to. Employee coached to be sure to have those discussions, and only to utilize self briefing when there is no other option",45
"Face covering not worn when 2 people were working inside the control house, nor was there a plan on social distancing in place in the control room per the Covid - 19 guidelines. One employee said he was there to observe and learn. This would have put him within 6 ft of the other employee. The employee working on the equipment had his covering around his neck. The other had to get his out of the van.",45
Employee was observed climbing on the back of a dump truck - then over the headache rack into the bed. Over 6' and not intended to be a walking working surface.,45
Employee had on a class 2 flagging vest. The employee was unaware of the class 3 requirement. I explained the change in the policy and coached the employee on the requirements. The employee donned a class 3 vest and thanked me for providing education on the updated policy.,45
Employee was not letting bolt heater do its job and release pressure on nut. Employee was pulling hard on wrench.,45
Canned switching order not written down / newer I pad didnt have in pdf anymore emailed to employee corrected in field,45
"Newer employee walked under another employee working aloft in bucket to retrieve some material from ground. Instructed employee to never put himself in the line of fire. If he must be there, instruct employee aloft to temporarily halt work till he retrieves it",45
Spoke with employee about getting a tool pouch or tool bag to carry his tools from truck to actual worksite instead sticking them in his back pocket.,45
Employee recognizes the sharp edges he was working around. [NAME] used a push tool as much as possible to keep away from sharps.,45
Employee was coached on sprain / strain - employee was having difficulty handling tree into chipper when he should have stoped and asked for help Employee then shoved brush into chipper without using punch stick,45
Noticed one employee getting onto Bucket Truck with material in one hand and not using 3 point contact. I coach the employee on letting someone hand him the material after he gets on the truck.,45
"One of the new employees trying to make a good impression on his peers, coached employee to slow down. Be deliberate and aware of his actions.",45
Employee had attachment point below feet. I asked him to put a nylon strap around steel above his head and anchor from there.,45
Employee not paying attention to his surrounding and entering building through wall opening instead off doorways.,45
I had a talk with [NAME] today about driving in the plant at high speeds he had a employee that did this and we addressed it with the employee he had a good attitude and went back to work.,45
commented around the placement of cable in relation to the ladder setup. Employee moved cable to limit getting hung up when moving around.,45
employee observed trying to lift spacer plate up to cart level for better ergonomic position for cleaning. employee stopped to buddy lift the spacer. the spacer is not overly heavy but is awkward. corrected onsite,45
[NAME] ( GF for OESCO ) noticed his subcontractor was not wearing metatarsal guards while operating a tamper. Employee stated they did not have any on sight.,45
[NAME] keeping was not kept up in the bucket where employee was working causing him to roll his ankle,45
Employee made the neutral connection and reached up to twist the connector when he strained his thumb.,45
Employee had hard time keeping distance with contract crew. They kept invading his space. Coached everyone on the need to stay 6 apart.,45
"Employee climbing down out of bed of line truck and did really good until the end when he jumped down from last step, coached employee on proper exiting of truck beds",45
"During my [NAME] visit, I observed employee reaching overhead for a long period of time to operate chain hoist. I asked if we could get a platform built to eliminate the overexcretion.",45
"Employee forgot to put on side shields. I reminded him about his missing side shields, and he quickly installed them.",45
Employee was in the process of restoring an underground outage going from transformer to transformer testing the underground cable. During the restoration process employee needed additional tools and equipment and left the lid on the transformer open when returning back to the truck. The potential for back feed is still present until tested de - energized and grounded. SIF - Electrical Contact,45
employee was coached on hanging chain fall while standing on a ladder and reaching up. help was given so that the employee did not have to strain.,45
"Mobile [NAME] Protection Maypole not being used. Employee was using harness and was tied off, but not using the latest process we have for getting tie - off points higher in the air and above foot level.",45
Employee was using a grinder without a guard or handle. Employee was asked to use a different method / tool for the job,45
Contractor employee operating ATV and not wearing a seatbelt. Talked to the employee about the need to wear seatbelt when operating ATV.,45
Employee wasnt wearing clear eye protection during night operations. Stopped work. Directed employee to don clear eye protection. Employee donned clear eye protection. Continued work.,45
Employee was using a long stick to reach and open a 600 - amp switch. The employee had the stick extended with both hands above the head trying to reach and open. The wind was also blowing adding another challenge to opening the switch. The bucket was eventually set up to open the switch. Overexertion.,45
The truck was pulled into location instead of backing in. The employee had to work over the front hood and windshield while aloft.,45
Employee did not have glasses on while working in control cabinet. Brought to employee's attention and he put them on.,45
One employee had an issue with his contacts and had to switch to his regular glasses which he had no side shields for. Another employee had to be told to put his gloves on when handling material.,45
Side shields missing from glasses as apprentice was closing cutout with extendo stick. Coached on the need for proper PPE when closing fuses. Reviewed recent event with injury when employee was struck with shrapnel when fuse blew when attempting to close.,45
Employee was observed working on the edge of a cliff area that had also had a slide previously. The trees which were being removed were undercut and the employee was observed with a rope tied around his waist while working along the edge. [NAME] activities were stopped and employee then utilized his saddle and tie - in line to access the work area safely.,45
"employee was not wearing overshoes, spoke to the employee and got agreement that overshoes were needed",45
Employee was cutting a ground rod with a bandsaw while holding the rod in his hand. [NAME] notified. Employee was trained on proper cutting techniques.,45
Employee had poor body positioning while digging the hole with a shovel. The employee was bending at the waist and not with the knees.,45
Observed an employee standing under a suspended load. I had the employee move to a safe location and coached the employee on the line of fire hazard.,45
"Employee wearing R / X glasses no side shields, no gloves being used by employee when making up and cutting guy wire. Coached LCS and employee",45
I had question one employee about his shoes. The look like tennis shoes [NAME] said they were rated and steel toe,45
Employee was reaching and straining to reach material. I suggested the use of our fork truck to make the material transfer safer and easier.,45
Employee started to encroach minimum approach mark while attempting to gain better control pullng elbow. Coached employee about maintaining awareness of positioning.,45
Employee was fixing a spring on a press and forgot to take battery out. Employee was reminded an quickly removed battery.,45
Storeroom employee moved barricade to complete his work. Employee seemed upset that the area was blocked and continued to drive his fork lift extremely close to the group completing the DEQ inspection,45
Wolfline crew was working on poles that were on steep terrain. One employee needed to return to the bucket truck at the bottom of the hill. Wolfline employee went straight down the steep hill where bare wet rock was. Spoke with crew member about walking down a better pathway and possibly using rope as a tie off when needed.,45
Employee seemed very inexperienced and didnt know when to question. Was continuing work with obvious lack of knowledge and experience,45
Observed employee stacking firewood and walking back and forth over a branch that had already been cut of trunk. Employee was setting himself up for a trip / fall event with a load in his hand. I pulled employee to the side and told him to take the branch over to the chipper and chip so he wouldn't have to keep walking over the hazard.,45
Employee was directly beside foreman while he was operating chainsaw without ear plugs. The GF was notified and the employee was disciplined for no PPE.,45
"Seatbelt used on long trips across yard, not utilized when getting in and out quickly. Discussed what the policy is and employee committed to using every time.",45
"Recommended ear protection to employee using Hilti gun, as noted by manufacturer on case. Employee agreed to put some on for remaining work.",45
Employee wasnt wearing any PPE while lifting hot arm off of storage hanger in the dock area. I talked to LMA about needing to have PPE on.,45
Deep ditch next to where truck needed to be set up and used - employee noticed and made note before beginning work,45
"Line crew employee standing extremely close to chainsaw operation for tree on wire situation, also no glasses being worn by line crew employee. Addressed with employee and supervisor.",45
"Employee was laying on back sliding over bank underneath barb wire fence, alternative path was identified and discussed with crew.",45
The AEP employee had to remove grating and be in fall protection to unwire and then remove the electrical box so the discharge piping being replaced could be removed and reinstalled. The employee was on his knees and then ducking beneath a beam and laying on the concrete to complete his task. This electrical box was part of the original install of the trask raking system. I had a conversation with the I & C employee about relocating the electrical box when it was to be reinstalled and they agreed it would make the job safer. A conversation with the [NAME] supervisor was then held and approval to relocate the electrical box was granted.,45
Employee was under employee working aloft attempting to remove the pole guards from the base of pole. LCS noticed and had the employee exit the strike zone and wait. [NAME] explained the risks and reasons we need to wait. Employee gathered up all the pole guards and attempted to pick them all up at once. [NAME] lifting techniques and overexertion with all the weight and awkward load. This was addressed with employee. Break down load and utilize proper lifting and carrying techniques.,45
[NAME] had tailboard when one employee was gathering material. [NAME] went back over tailboard when crew member was present,45
Employee was jogging to and from positions. She was coached on slowing down. There is no reason to jog or hurry within a barricaded area that is covered in ice and snow.,45
Employee went to plug meter in without FR shirt tucked in. Corrected at job site - peer coaching used.,45
No hazard recognition on PJB Employee placed his hands on the pole chain while the boom truck took a strain on the chain. Discussed this behavior withthe employee and reminded him of an LCS in Tiffing who experienced DART due to his finger being pinched between the chain and the pole. Employee was coached regarding his posture and position whie using the cant hook.,45
Employee had one of his boots in which the entire side of the boot had been split open. [NAME] footwear needs to be utilized at all times while performing assigned tasks.,45
Employee was in fume cloud path when a motorized magnetic torch was being used to cut down a galvanized pile. Employee was holding gas cables to keep them from getting tangled around the pile while torch moved. Discussed fume hazard with employee and oversight. Future issues on site to be mitigated by better awareness not to stand where fumes are venting and contractor had also began to remove a majority of the galvanization with a grinder on the subsequent piles for cleaner cutting.,45
Reminded employee to stay off of the truck when the barricade is installed. Especially when the employee working aloft has an energized conductor on the jib line.,45
One employee was wearing tennis shoes and not safety toe shoes. I spoke with this employee about what PPE is required for all flaggers.,45
Employee got out of the vehicle to flag traffic without their hard hat. Coached the employee and the hard hat was retrieved.,45
1. Lifting and carrying too many tools and material at one time to the rear lot. Overexertion Needed to reduce the load and make multiple trips. 2. Employee placed tools and material under a suspended load. The material was placed under a broken pole top hanging by the wires. SIF - Suspended load,45
"While observing a crane pick on the north wind wall, I noticed an employee on the 4th floor elevation working in a soft cap. The employee was on a scaffold welding attachments during a structural steel crane lift. The employee was wearing a welding hood with a soft cap rather than a welding hood attached to a hardhat. I got the employees attention and had him put a hard hat on. I went to the employees work area and had a discussion with him about about the requirement for a hard hat welding hood attachment and stressed risks associated due to the nature of the job.",45
Discussed proper positioning of handline for sending material up pole to employee and proper positioning of second employee to assist with removing material from handline.,45
Reminded employee that are not vaccinated that while riding in vehicles together they must still wear masks,45
Employee hadn't tapped up end of service before attempting to wrap in a confined area. Had employee tap up end of service.,45
Employee did not have glasses on while performing tasks in bucket. Coached employee on importance of PPE and S & H manual G4 1. 13,45
employee trying to see machinist level stepped onto stand brace. employee was stopped and told to wait while he was gotten a step ladder. step ladder was found and put into place. employee continued with task. corrected onsite,45
Employee had been working on site since beginning of project and had not reviewed or signed the WSHP.,45
"Employee failed to cradle bucket all the way down before trying to exit bucket, stopped employee and coached on the importance of making sure bucket was fully cradled",45
"Upon arrival, one crew member was on the cell phone. [NAME] coached the employee on staying alert and engaged during the flagging process.",45
Discussed with the employee the importance of checking all mirrors more frequently to help get the bigger picture.,45
Employee climbed pole to replace cutout had stopped and was working at max reach rather than positioning them self to work at shoulder [NAME] do reduce strains and stored energy when lifting,45
Found a couple of sticks out of date. Talked to employee to take to the repair shop and have them tested. Employee said he would take care of.,45
Found hacksaws that did not have blade covers. Employee made some covers and took care of this promptly,45
Employee broke his glasses and did not have a spare pair. I gave the employee my spare and he put them on.,45
"Employee forgot to put on side shields. I reminded him about his missing side shields, and he quickly installed them.",45
"Employee pulled in to location, discussed importance of parking with exit strategy, there was parking available where employee would not have to back up when leaving.",45
"Employee wasn't sure as to how many feet above a surface the ladder had to be before being able to step onto the surface from the ladder. [NAME] guessed 6 ft, so we talked briefly on ladder safety and practices.",45
One employee had a personal home emergency due to the weather. At that point another employee should take over his duties until he can again become fully engaged in his tasks.,45
Employee began to work without safety glasses. Pointed it out and employee said thank you for reminding them and put them on.,45
Discussed with the employee operating the digger derrick to avoid the line of fire associated with the bucket aloft and to self - check to verify that he is aware of the entire jobsite,45
"During a backing operation of the split dump and chipper, the GF ( [NAME] [NAME] ) and I noticed two employees standing to the rear of the chipper as it was being backed, but they were both standing together and not engaging the driver by utilizing hand signals. Also, we would have like to see one employee visible to the driver in one mirror while the other employee as on the opposite side of the truck observing.",45
Employee cutting brush on top of a large rock with the potential for fall. Asked employee to reposition himself off the rock to give him better footing.,45
Employee mentioned making sure that harness was used when going aloft but failed to circle Gravity and list it on the briefing. No doubt that he would have used properly connected harness.,45
Employee addressed workplace conditions that were at risk. Erosion that is marked with cone. etc. And information has been sent to have fixed,45
RD While the employee was climbing his back inadvertently touched the cable lines. I talked to the employee about the touch and he repositioned. Employee jumped a chain - link fence. I discussed the hazards of leaving you feet to jump a fence.,45
Employee was from corporate office. Spoke with them about doing a circle for safety and the importance of it.,45
Employee was attempting to load a phase splitter into the belly of the vehicle with help close by. Stopped the employee and assisted with the lift and discussed utilizing those around you to prevent an overexertion injury.,45
Employee was in Substation without hard hat and had left it in control house. Coached on S & H manual G4 1. 11,45
Northstar employee removed his hardhat and used it as a hammer to get the pin to go in on a quick release lifting hook informed the foreman of what I had observed,45
"The employee working in the bucket was not properly wearing his harness. The chest strap of the harness was choked up against his neck, this could lead to serious injuries if the employee were to fall. I talked to the employee about adjusting and it should be at mid - chest to properly fit him.",45
Several items were missing from the JSA. I went over it with the employee and corrections were made at the time of the observation.,45
"Employee forgot to put on side shields. I reminded him about his missing side shields, and he quickly installed them.",45
No documented inspection for excavation requiring protective system ( shoring ) and employee entry. Advised foreman to document inspections anytime employees are entering excavations where employee exposure can be reasonably anticipated.,45
Coached employee about wearing a non FR hoodie in the bucket. [NAME] forgot he had it on and thanked me.,45
Employee used poor lifting techniques to carry and load a generator. Keep the back straight and lift with the legs. Heavier tools use the buddy system or equipment to load.,45
Was in station house and did not have a tailboard filled out while performing tasks. S & H manual E 6 1. 15 was explained to employee and he did fill one out before proceeding further.,45
"Found a set of gaffs without gaff guards on them, employee said he lost them the night before and hasn't had time to replace. Coached on covering sharp points before we injure ourselves.",45
"Employee was close to the jack hammer without ear protection, he was informed and stopped the job and got ear plugs from the tool truck and proceeded",45
1 had a phone on tailgate never seen car pull up to her work zone / had to tell employee car was there then coached on being aware of surroundings not to be distracted with cell phone,45
[NAME] lifting technique was observed when employee lifted and loaded the ladder on the side of the van. The employee lifted with the back and twisted. The proper technique was discussed along with utilizing a team lift.,45
Mentioned to employee about looking at other options when pulling into or backing out of driveways to prevent backing in small and narrow spaces to turn vehicle around.,45
"Employee was sitting in a stool for an extended period, and I cautioned him to take a minute to stretch when getting up.",45
Had discussion with employee about not utilizing a hand line or winch to avoid dropping material from aloft.,45
Employee coached on not pulling into driveway. [NAME] could have eliminated backing all together by parking at street.,45
RD Employee was leaning on the chip box while the bucket operator was actively trimming with his bucket positioned between the cable and neutral RC Employee was splitting the cable and neutral wires. employee had to duck down in order to fit between them,45
Coached employee with rear load in truck securement before departure. Employee re arranged and made safer,45
Needs to clean the truck. The cab floor had a significant amount of clutter. The employee said he will clean it asap.,45
Employee noticed re - bar hidden in the grass. Employee eliminated the hazard by moving the re - bar and placing it next to the building.,45
Employee removed one of his gloves in preparation to install squirrel guard on a riser pole below where the cable goes into the U - guard. I stopped the job and instructed him to put it back on.,45
"dash of truck cab had some items on it, like hard hat and clipboard, asked employee to remove them because they could become a projectile in the event of a vehicle accident",45
One employee had taken glasses off to look at drawings and forgot to put them back on. [NAME] was reminded and quickly put them back on.,45
Coached employee on not slowing down for change in speed signage going into town. The employee advised he did observe the signage and said he would pay more attention to speed signages.,45
One employee was not wearing a respirator / dust mask in a very dusty situation. The employee got the proper PPE before proceeding.,45
coached employee on the importance of having a clear path to escape if needed. employee removed debris and cleared a path if a fault were to occur in meter base,45
Employee was bending over and painting the ground instead of using a paint stick. His was broke and didnt want to ask for one. I gave him mine and explained the importance of using it so you dont strain a back.,45
Employee was observed using a retractable lanyard that was not self retracting. There was slack in the lanyard - not functioning properly.,45
Employee was working in a scissor lift and tied off to the handrail of the lift not the anchor point.,45
"Employee opened grating to access ladder below, which then created an open hole hazard. I had a discussion with employee that if they were in the area that the grating needed to me closed or fall protection was need. Employee agreed and closed grating to prevent fall hazard.",45
Reminded employee that it is a safety rule to assisted driver with backing when riding with someone.,45
"[NAME] was bucking limbs and removing large trunk sections from the access road, one employee was using improper lifting techniques ( lifting with back not legs ).",45
Employee was asked to properly place welding leads and extension cords overhead. Waking surface needed to be swept up.,45
[NAME] - A - [NAME] was turned over. The employee called his supervisor so the company could be called to come and service the [NAME] - A - [NAME].,45
Employee rolled a stop sign. Discussed with employee the importance of making sure to come to a complete stop.,45
"Employee noticed a bin door that was left open on the truck when another employee was about to go into the primary zone, first employee told second employee to stop then they closed bin door and then continued the job",45
"observed employee unloading fuel oil truck, thanked employee for wearing PPE and following procedure correctly",45
Employee was walking across the station without wearing his hard hat. Spoke to supervisor and made him aware of issue. Supervisor had a visit with employee and reminded him to always have his PPE on while working.,45
"Employee exited bucket truck belly facing forward without holding on. Coached employee on the importance of using 3 points of contact to prevent injuries, they agreed and committed to using handles. Employee started to get material underneath pole as it was being raised into position to set. Stopped employee and had good discussion about maintaining awareness of the strike zones as the work progresses and to prevent getting into the line of fire. Employee had been wanting to help the job progress and did not identify the line of fire hazard. Committed to being more attentive",45
Observed employee twisting while pulling lead in by hand. Stopped him and explained to him that he should use a more ergonomic position. [NAME] agreed and continued with the task at hand.,45
[NAME] employee coached on side loading of chipper and not standing in potential line of fire from rotating limbs after loading limbs onto chipper table.,45
Parked utility trailer was not chocked. Informed employee and he proceeded to chock tires. Continued work.,45
"although engaged, feel employee was rushing a bit to complete, which could have lead to personal injury vs awkwardness of handling drums.",45
Had new crew come in this with bobcat. Employee was operating the ski track when he came to a stop he thought he put the machine in park but he didnt he goes to step out the machine start to role lucky the employee never got out of the seat and mediately push the brakes and put the machine in park.,45
"ME failed to tuck FR shirt inside of pants, stopped employee and coached, employee tucked shirt inside of pants.",45
"Inline employee entered into a narrow trench that was approximately 4. 5 feet deep. Soil was class C back fill, wet and close to edge of main road and drive way. Excavation inspection was not performed. Asked employee to exit the trench and discussed the hazard.",45
"Employee did complete 360 prior to departing, and realized that he had a hubcap missing. Employee immediately called Fleet to have the aware, they stated it was safe for him to proceed and to swing by fleet to get a replacement when possible.,",45
Coached employee to always be sure and tuck his FR shirt when switching. Employee then tucked in his shirt and started his switching.,45
Had a discussion with employee about our policy about driving with our lights on even in the daytime. We talked about the safety of having the lights on all the way around the truck. Helping other drivers behind you.,45
There was some broken wood pallets with exposed nails. I talked to supervisor on site and he sent an employee to trash it.,45
"Two employees on site while third employee was backing no one was spotting, spotted for backer then had conversation with employees on AEP expectations, got agreement",45
One employee stood behind the chipper which placed him in the direct line of fire if any object was rejected. Discussed during out briefing and crew committed to watching out for each other as well as individual responsibility.,45
Employee got out of manlift basket to get tools out of truck with out high vise on. [NAME] was notified of the issue.,45
Observed employee get on forklift and move around to connect forks without wearing the equipment seatbelt.,45
"Turbine valve actuators were located in an area that required an elevated platform to access them. After the manifolds were removed, they were placed on a cart on the ground floor. During the observation I noticed an employee carrying the manifold down the steps. The manifold was just heavy enough to create an awkward load while descending the steps. I stopped the employee and discussed using another method of getting the manifold to the ground floor, such as the use of a bucket and rope. After the discussion the employee agreed to an alternative method of lowering the parts to avoid the steps.",45
Personal items on dock area were observed being stepped over by one employee. I spoke with the employee and asked if he could walk around to prevent an accidental trip.,45
"Coached one employee about his boots did not have a defined heel, and the importance of why we require a defined heel. [NAME] understood and agreed to get different boots.",45
Employee observed cutting downed trees without wearing any eye protection. Spoke wit employee and had employee go back to the truck and get another pair of safety glasses before continuing with his work task.,45
employee was about to go aloft in bucket truck without lanyard attached to anchor advised employee and lanyard was attached,45
One employee was wearing a shirt under his FR shirt that had a meltable decal on it. Advised him to remove the undershirt.,45
while loading material into line truck belly LCS stopped employee and discussed getting help to lift the heavy tub of material so the employee did strain his back,45
employee performing inspection done nothing he shouldnt have done. We just had a discussion about making sure he gained assistance when needed for lifting anything too heavy as he is working alone most of the time. [NAME] discussed proper lifting techniques as well as making arrangements when needed.,45
Spoke with employee about gauges in his ears and that he needed solids in or to cover them. [NAME] also spoke with this employee.,45
"Inspected harness and found leg straps loose and no Suspension trauma ladder on harness. [NAME] was worn out and frayed, told employee to have replaced.",45
The contents were not marked on the sprayer. I stopped the employee and asked him to identify the contents on the sprayer.,45
Coached employee on getting gel or use truck to lift / load pole butts instead of him loading it by himself.,45
State Inspection was due at or by end of Novemeber - employee let me know prior to checking the vehicle.,45
Observed employee making an overhead lift without properly securing load or properly barricading area.,45
Operator was swing a load over the head of an employee on a ladder. [NAME] notified. Safety talked to the foreman and crew.,45
Coached employee on the importance of carrying dog protection when exiting his vehicle. Employee committed to working harder at being more aware of carrying protection.,45
[NAME] was loading material with the line truck and one employee was not wearing a hard hat. I stopped the job and had the employee get his hard hat and explained the consequences.,45
While employee was unloading boxes they were lifting with their back more than squatting and lifting with their knees. Employee was coached on proper lifting technique.,45
CF planning to send only one employee to unload material at another site. TCR reminded crew that we don't want contractors working alone. Deliver was replanned for another time.,45
"Reminded employee of correct foot placement when getting on and off the forklift, and being aware of twisting and bending of the ankle, knee and leg while getting on and off the forklift.",45
Employee did utilize PPE. Employee admitted he got in a hurry and just didnt think to get his PPE and FR out of the truck.,45
"Employee had both sleeves rolled up past his elbow, I stopped and reminded him sleeves need to be down when working on energized pole. Employee was installing flood light.",45
Talked to staff aug employee about making sure we are familiar with task before trying to complete on our own. Ask questions instead of taking risks.,45
Documented Employee roles and responsibility did not reflect what tasks the employees were actively involved in.,45
employee was working over his shoulders with the digging tools. I coached the employee on the proper way to prevent a strain in the upper body area.,45
Employee was not wearing seatbelt while operating forklift. Reminded gentleman about seatbelt safety.,45
"While observing an employee perform a meter check with a multimeter, I noticed they completed it very quickly. Standing about ten feet back, I inquired about the readings. However, the employee didn't recall them, even though they had just been taken. To ensure accuracy, I requested they repeat the check at a slower pace. This time, they verbally reported the readings, allowing me to confirm them. I took the opportunity to emphasize the importance of taking one's time during such tasks and avoiding the pressure to rush.",45
"Employees repeatedly put themselves in a position to experience a strain or sprain while working overhead trying to loosen and tighten the connectors for the conduit. I asked them to get a ladder instead of standing on the slanted crossbracing while another employee was standing on 4 stacked cinder blocks. Neither of these are approved walking, standing, or working surfaces. An employee got one ladder out for one of the employees.",45
Employee was using a skid steer to level off the area for track machine and when doing so due to his high rate of speed employee hung the down guy on one of the poles that was to be replaced causing the pole and primary to shake extreme,45
Employee did not have glasses on while working in control cabinet. Brought to employee's attention and he put them on.,45
"[NAME] member was spotting delivered equipment with no ppe. Vests, hard hats, protective eye wear shall be worn while on the job. Spoke with employee on this matter",45
The employee performing work with the impact driver noticed there were workers on the elevation below. [NAME] stopped and asked another employee to get fire blanket to lay down underneath the gas piping being disconnected to keep bolts and other materials from falling on the workers below.,45
The employee answered that is the only way. I informed him that it is acceptable to have an employee foot it off and secure it if he is not in the line of fire of dropped objects.,45
Observed an employee not utilizing correct parking procedures on a lot. Employee didn't pull into the parking area or back in to the space.,45
"Reminded employee to roll down sleeves when working on energized secondary conductors. [NAME] forgot, and thanked me for reminding him.",45
